Date,Close,MA_20,MA_50
2020-10-02,156.25,155.80849914550782,159.2708581542969
2020-10-05,159.9600067138672,155.5699493408203,159.46114837646485
2020-10-06,154.9980010986328,155.44524917602538,159.5058984375
2020-10-07,159.7845001220703,155.2629493713379,159.70125854492187
2020-10-08,159.52749633789062,155.3015495300293,159.85827850341798
2020-10-09,164.33250427246094,155.72762451171874,160.09304870605467
2020-10-12,172.14649963378906,156.5775245666504,160.371298828125
2020-10-13,172.18150329589844,157.2962745666504,160.70303894042968
2020-10-14,168.1855010986328,158.0102996826172,160.92791900634765
2020-10-15,166.9324951171875,158.83509979248046,161.06153900146484
2020-10-16,163.635498046875,159.62959976196288,161.10924896240235
2020-10-19,160.36050415039062,160.2464500427246,161.1489990234375
2020-10-20,160.85049438476562,160.46650009155275,161.21784881591796
2020-10-21,159.2469940185547,160.92919998168946,161.32211883544923
2020-10-22,158.82000732421875,161.32072525024415,161.33627899169923
2020-10-23,160.22000122070312,161.59390029907226,161.37965911865234
2020-10-26,160.3520050048828,161.67637557983397,161.43867919921874
2020-10-27,164.31649780273438,162.03000030517578,161.5425991821289
2020-10-28,158.13900756835938,162.06512603759765,161.39288940429688
2020-10-29,160.55050659179688,162.03950119018555,161.3434194946289
2020-10-30,151.8074951171875,161.81737594604493,161.08219940185546
2020-11-02,150.2239990234375,161.33057556152343,160.80195953369142
2020-11-03,152.42050170898438,161.20170059204102,160.54290954589842
2020-11-04,162.05799865722656,161.31537551879882,160.43757965087892
2020-11-05,166.10000610351562,161.64400100708008,160.31772979736328
2020-11-06,165.56849670410156,161.7058006286621,160.2290997314453
2020-11-09,157.18699645996094,160.95782546997071,159.97103973388673
2020-11-10,151.75100708007812,159.9363006591797,159.55509979248046
2020-11-11,156.8695068359375,159.37050094604493,159.19337005615233
2020-11-12,155.51400756835938,158.79957656860353,158.7722003173828
2020-11-13,156.4405059814453,158.43982696533203,158.53301055908204
2020-11-16,156.55299377441406,158.24945144653321,158.36945037841798
2020-11-17,156.7830047607422,158.04607696533202,158.3552703857422
2020-11-18,155.2729949951172,157.84737701416014,158.19212036132814
2020-11-19,155.8509979248047,157.69892654418945,158.13403045654297
2020-11-20,154.97000122070312,157.43642654418946,158.1172103881836
2020-11-23,154.91949462890625,157.16480102539063,158.1126303100586
2020-11-24,155.9029998779297,156.7441261291504,158.07456024169923
2020-11-25,159.2534942626953,156.7998504638672,158.18153015136718
2020-11-27,159.76699829101562,156.76067504882812,158.36814025878905
2020-11-30,158.40199279785156,157.09039993286132,158.58127014160155
2020-12-01,161.00399780273438,157.62939987182617,158.84088012695312
2020-12-02,160.17649841308594,158.01719970703124,158.9154202270508
2020-12-03,159.3365020751953,157.8811248779297,159.10229034423827
2020-12-04,158.12899780273438,157.48257446289062,159.24508026123047
2020-12-07,157.89999389648438,157.09914932250976,159.30795013427735
2020-12-08,158.864501953125,157.18302459716796,159.31119018554688
2020-12-09,155.2100067138672,157.35597457885743,159.27051025390625
2020-12-10,155.07449340820312,157.2662239074707,159.22327026367188
2020-12-11,155.8209991455078,157.2815734863281,159.11843017578124
2020-12-14,157.84849548339844,157.3519729614258,159.1504000854492
2020-12-15,158.25599670410156,157.43712310791017,159.11631988525392
2020-12-16,162.04800415039062,157.70037307739258,159.25731994628907
2020-12-17,161.8040008544922,158.02692337036132,159.2977099609375
2020-12-18,160.08250427246094,158.23849868774414,159.3088101196289
2020-12-21,160.3090057373047,158.5054489135742,159.22834014892578
2020-12-22,160.3260040283203,158.77577438354493,158.99193023681642
2020-12-23,159.2635040283203,158.94379959106445,158.73357025146484
2020-12-24,158.63450622558594,158.912850189209,158.5425503540039
2020-12-28,164.197998046875,159.13440017700196,158.48786041259766
2020-12-29,166.10000610351562,159.51930084228516,158.53715057373046
2020-12-30,164.29249572753906,159.6837257385254,158.61579040527343
2020-12-31,162.84649658203125,159.81722564697264,158.65571044921876
2021-01-04,159.3314971923828,159.81697540283204,158.65740051269532
2021-01-05,160.92550659179688,159.95680084228516,158.69951049804686
2021-01-06,156.91900634765625,159.90775146484376,158.63349060058593
2021-01-07,158.10800170898438,159.86992645263672,158.58861053466796
