Date,Close,MA_20,MA_50
2025-02-11,2602.781982421875,2967.137939453125,3210.2089208984376
2025-02-12,2736.902099609375,2937.2473388671874,3195.105966796875
2025-02-13,2675.902587890625,2905.5647216796874,3178.7593115234376
2025-02-14,2726.091552734375,2876.005822753906,3166.6566259765623
2025-02-15,2693.559814453125,2848.877099609375,3153.949482421875
2025-02-16,2663.31591796875,2823.096875,3139.25775390625
2025-02-17,2743.19970703125,2806.401232910156,3127.1314794921873
2025-02-18,2669.3388671875,2784.218225097656,3113.3904052734374
2025-02-19,2715.77099609375,2757.6177734375,3101.0551904296876
2025-02-20,2740.386474609375,2729.723840332031,3088.7928369140627
2025-02-21,2659.655517578125,2706.790185546875,3072.958095703125
2025-02-22,2764.029296875,2701.5570068359375,3056.138486328125
2025-02-23,2821.310302734375,2698.394189453125,3039.410556640625
2025-02-24,2513.8212890625,2687.3326904296873,3017.0049072265624
2025-02-25,2493.592529296875,2672.6233642578127,2993.10453125
2025-02-26,2331.45263671875,2654.7759521484377,2972.1020361328124
2025-02-27,2305.484375,2638.9396118164063,2951.68513671875
2025-02-28,2237.9052734375,2619.2194580078126,2932.05462890625
2025-03-01,2216.643310546875,2598.6155639648437,2911.0376953125
2025-03-02,2519.694580078125,2591.541955566406,2895.7872314453125
2025-03-03,2145.573974609375,2568.6815551757813,2873.3796875
2025-03-04,2170.01513671875,2540.33720703125,2854.0699951171873
2025-03-05,2241.977294921875,2518.6409423828127,2834.435849609375
2025-03-06,2202.476806640625,2492.460205078125,2809.4746337890624
2025-03-07,2138.987548828125,2464.731591796875,2786.08748046875
2025-03-08,2201.51025390625,2441.64130859375,2760.6355419921874
2025-03-09,2015.5091552734375,2405.2567810058595,2734.8299340820313
2025-03-10,1861.1513671875,2364.8474060058593,2707.8736743164063
2025-03-11,1919.844970703125,2325.051104736328,2680.709865722656
2025-03-12,1908.982666015625,2283.4809143066404,2652.3413940429687
2025-03-13,1862.9696044921875,2243.646618652344,2624.7962939453123
2025-03-14,1909.467529296875,2200.9185302734377,2596.2913623046875
2025-03-15,1937.3946533203125,2156.7227478027344,2568.8481567382814
2025-03-16,1887.43505859375,2125.403436279297,2540.251467285156
2025-03-17,1927.0029296875,2097.0739562988283,2514.0688403320314
2025-03-18,1932.54345703125,2077.128497314453,2489.141301269531
2025-03-19,2057.7490234375,2064.741729736328,2468.7540307617187
2025-03-20,1982.099853515625,2051.9514587402346,2446.1360473632812
2025-03-21,1964.8475341796875,2039.361669921875,2420.4773974609375
2025-03-22,1980.037841796875,2012.3788330078125,2394.1128515625
2025-03-23,2005.2991943359375,2005.3650939941406,2371.8522631835935
2025-03-24,2077.47900390625,2000.7382873535157,2356.027985839844
2025-03-25,2067.76416015625,1992.0276306152343,2339.6919360351562
2025-03-26,2009.1893310546875,1982.3632568359376,2325.174697265625
2025-03-27,2002.357421875,1975.5317504882812,2309.4662646484376
2025-03-28,1895.5029296875,1960.2313842773438,2293.6083056640623
2025-03-29,1827.3203125,1950.8219421386718,2277.71048828125
2025-03-30,1806.2186279296875,1948.0753051757813,2261.1886938476564
2025-03-31,1823.47998046875,1943.2570556640626,2245.083869628906
2025-04-01,1905.491455078125,1943.0824951171876,2229.970363769531
2025-04-02,1795.313232421875,1939.6996765136719,2213.820988769531
2025-04-03,1815.63720703125,1935.0081604003906,2195.3956909179688
2025-04-04,1815.335205078125,1928.9051879882813,2178.184343261719
2025-04-05,1805.9732666015625,1924.832098388672,2159.7819775390626
2025-04-06,1576.72802734375,1907.3183532714843,2137.445341796875
2025-04-07,1555.240966796875,1888.4532287597656,2115.2838427734373
2025-04-08,1472.5531005859375,1859.1934326171875,2089.8709106445312
2025-04-09,1668.0400390625,1843.4904418945312,2069.844934082031
2025-04-10,1522.518798828125,1821.374005126953,2045.9798901367187
2025-04-11,1567.1497802734375,1800.7296020507813,2022.51515625
2025-04-12,1643.528564453125,1782.6410705566407,2002.1926171875
2025-04-13,1596.685791015625,1758.6014099121094,1978.8457470703124
2025-04-14,1622.7698974609375,1736.3516967773437,1954.8749389648438
2025-04-15,1588.6324462890625,1715.3238525390625,1936.371162109375
2025-04-16,1578.1053466796875,1694.1112487792968,1918.0614184570313
2025-04-17,1582.54833984375,1678.4635192871094,1903.0833325195313
2025-04-18,1588.9246826171875,1666.5437377929688,1888.752138671875
2025-04-19,1612.9228515625,1656.8789489746093,1876.252490234375
2025-04-20,1587.5142822265625,1645.0806640625,1863.6699096679688
2025-04-21,1579.7344970703125,1628.7928161621094,1844.8707080078125
2025-04-22,1757.3316650390625,1626.8937377929688,1837.1058618164063
2025-04-23,1796.104248046875,1625.91708984375,1829.6276440429688
2025-04-24,1769.8316650390625,1623.641912841797,1820.1847314453125
2025-04-25,1786.634521484375,1622.6749755859375,1811.8678857421876
2025-04-26,1821.881103515625,1634.9326293945312,1805.5257568359375
2025-04-27,1792.864990234375,1646.8138305664063,1797.3528515625
2025-04-28,1798.851806640625,1663.1287658691406,1793.0197045898437
2025-04-29,1799.1756591796875,1669.685546875,1791.7801904296875
2025-04-30,1793.775390625,1683.2483764648437,1789.258798828125
2025-05-01,1839.2215576171875,1696.8519653320313,1787.8635766601562
2025-05-02,1842.7078857421875,1706.8109313964844,1787.4583422851563
2025-05-03,1833.8397216796875,1718.6686279296875,1785.9457861328126
2025-05-04,1808.59423828125,1727.9598449707032,1783.3697778320313
2025-05-05,1819.697509765625,1739.5130981445313,1782.0150268554687
2025-05-06,1815.0875244140625,1751.36220703125,1779.77671875
2025-05-07,1811.606689453125,1762.8151245117188,1777.3579833984375
2025-05-08,2206.5146484375,1793.6946228027343,1780.3332958984374
2025-05-09,2345.50732421875,1830.3238464355468,1787.6014453125
2025-05-10,2582.422607421875,1880.0692626953125,1799.9529467773436
2025-05-11,2510.23779296875,1926.5944274902345,1810.5569458007812
2025-05-12,2496.397705078125,1963.5477294921875,1820.378916015625
2025-05-13,2680.129638671875,2007.7489990234376,1832.4319287109374
2025-05-14,2610.063232421875,2049.760577392578,1843.27791015625
2025-05-15,2546.85693359375,2087.771697998047,1854.0312622070312
2025-05-16,2536.297607421875,2123.4925231933594,1864.7100659179687
2025-05-17,2475.75439453125,2157.636993408203,1876.3150952148437
2025-05-18,2498.233642578125,2192.606085205078,1889.7333618164062
2025-05-19,2529.166748046875,2229.1056396484373,1904.19232421875
